date,locality,cases with onset in laStreet 2 weeks
170120,Serangoon Avenue 4 (Blk 212),3
170120,Ang Mo Kio Avenue 1 (Blk 319) / Ang Mo Kio Avenue 3 (Blk 328),2
170120,Bt Batok Street 31 (Blk 306) / Bt Batok Street 32 (Blk 315),2
170120,GuillemaRoad Road,1
170120,"Hougang Avenue 2 (Blk 704,711)",1
170120,Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403),1
170120,Mt Emily Road (Parc Emily),1
170120,Old Choa Chu Kang Road,1
170120,"Tampines Street 32 (Blk 327,381)",1
170120,"Tampines Street 81 (Blk 814,819)",1
170123,"Tampines Street 11 (Blk 101,102, 103, 104,113)",2
170123,"Ang Mo Kio Avenue 10 (Blk 412, 471, 472)",2
170123,Irrawaddy Road,2
170123,Cantonment Road (Blk 1F) / Tanjong Pagar Plaza (Blk 5) / Yan Kit Road (The Aries),1
170123,"Highland Road, Walk / Kovan Road",3
170123,"Hougang Avenue 6 (Blk 527,528)",1
170123,Serangoon Avenue 4 (Blk 212),3
170123,Ang Mo Kio Avenue 1 (Blk 319) / Ang Mo Kio Avenue 3 (Blk 328),2
170123,Bt Batok Street 31 (Blk 306) / Bt Batok Street 32 (Blk 315),1
170123,"Hougang Avenue 2 (Blk 704,711)",1
170123,Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403),1
170123,Mt Emily Road (Parc Emily),1
170123,Old Choa Chu Kang Road,1
170123,"Tampines Street 32 (Blk 327,381)",1
170123,"Tampines Street 81 (Blk 814,819)",1
170127,"Tampines Streetreet 11 (Blk 101)			",3
170127,Irrawaddy Road,2
170127,"Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403,408)",2
170127,"Tampines Avenue 5 (Blk 146) / Tampines Street 12 (Blk 140,141)",4
170127,"Tampines Street 82 (Blk 842D,842E, 856F)",4
170127,"Almond Avenue, Cres",3
170127,"Tampines Street 32 (Blk 327,381, 384)",1
170127,"Ang? Mo Kio Street 52 (Blk 588A, 588B)",2
170127,Bt Batok Street 31 (Blk 306) / Bt Batok Street 32 (Blk 315),1
170127,Shaw Road,1
170127,"Toa Payoh North (Blk 205, 207)",1
170127,Woodlands Drive 16 (Blk 575) /Woodlands Drive 16 (La Casa),1
170131,"Tampines Streetreet 11 (Blk 101)			",1
170131,Irrawaddy Road,1
170131,"Tampines Avenue5 (Blk 146) / Tampines Street 12 (Blk 140,141, 143)",3
170131,"Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403,408)",1
170131,"Tampines Street 82 (Blk 842D,842E, 856F)",3
170131,"Almond Avenue, Cres",1
170131,"Tampines Street 32 (Blk 327,381, 384)",1
170131,"Ang Mo Kio Street 52 (Blk 588A,588B)",2
170131,Bt Batok Street 31 (Blk 306) / Bt Batok Street 32 (Blk 315),1
170131,Shaw Road,1
170131,"Toa Payoh North (Blk 205, 207)",1
170131,Woodlands Drive 16 (Blk 575) /Woodlands Drive 16 (La Casa),1
170203,Tampines Street 11 (Blk 101),1
170203,"Tampines Avenue 4 / Tampines Street 82 (Blk 842D, 842E,856F)",2
170203,"Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403,408)",1
170203,Beach Road,2
170203,Bt Batok EaStreet Avenue 3 (Blk 222) / BtBatok EaStreet Avenue 5 (Blk 233),2
170203,Old Choa Chu Kang Road,2
170203,"Toa Payoh North (Blk 205, 207)",1
170203,"Woodlands Avenue 6 (Blk 677, 680)",2
170206,Tampines Street 11 (Blk 101),1
170206,"Tampines Avenue 4 / Tampines Street 82 (Blk 842B, 842D,842E, 856F)",2
170206,"Hougang Avenue 8 (Blk 467) / Hougang Avenue 10 (Blk 403,408)",1
170206,Beach Road,3
170206,Bt Batok EaStreet Avenue 3 (Blk 222) / BtBatok EaStreet Avenue 5 (Blk 233),2
170206,Old Choa Chu Kang Road,2
170206,"Toa Payoh North (Blk 205, 207)",1
170206,Woodlands Ind Park E1,1
170210,Tampines Street 11 (Blk 101),2
170210,Beach Road,6
170210,"Tampines Avenue 4 / Tampines Street 82 (Blk 842B, 842D,842E, 856F)",1
170210,Bt Batok EaStreet Avenue 3 (Blk 222) / BtBatok EaStreet Avenue 5 (Blk 233) / BtBatok Street 21 (Blk 218),1
170210,Sungei Kadut Street 1,3
170210,"GilStreetead Road (GilStreetead 38, GilStreetead Ct)",1
170210,"Jurong WeStreet Street 81 (Blk 817, 831)",1
170210,Old Choa Chu Kang Road,2
170210,"Redhill Lane (Blk 82, 85)",1
170210,"Tampines Street 23 (Blk 212,225)",2
170210,"Tampines Street 41 (Blk 421,424)",1
170210,"Tampines Street 45 (Blk 498H,498J)",2
170213,Tampines Street 11 (Blk 101),2
170213,Beach Road,2
170213,Bt Batok EaStreet Avenue 3 (Blk 222) / BtBatok EaStreet Avenue 5 (Blk 233) / BtBatok Street 21 (Blk 218),1
170213,Sungei Kadut Street 1,3
170213,"Bedok Reservoir Road (Blk 121, 133)",1
170213,Dakota Cres (Blk 60) / Old Airport Road (Blk 99),1
170213,"GilStreetead Road (GilStreetead 38, GilStreetead Ct)",1
170213,"Jurong WeStreet Street 81 (Blk 817, 831)",1
170213,Old Choa Chu Kang Road,1
170213,"Redhill Lane (Blk 82, 85)",1
170213,"Tampines Street 23 (Blk 212,225)",2
170213,"Tampines Street 41 (Blk 421,424)",1
170213,"Tampines Street 45 (Blk 498H,498J)",2
170217,Tampines Street 11 (Blk 101),3
170217,Beach Road,1
170217,"Tampines Street 41 (Blk 421,423, 424)",1
170217,"Bedok Reservoir Road (Blk 121, 133)",1
170217,"Choa Chu Kang Street 62 (Blk 607, 615)",1
170217,Dakota Cres (Blk 60) / Old Airport Road (Blk 99),1
170217,Jalan Taman / Street. Michael's Road (Sunville),2
170217,"Yishun Ring Road (Blk 110, 112)",1
170220,Tampines Street 11 (Blk 101),1
170220,Jalan Kemaman/ Jalan Kemaman (Kemaman Pt),1
170220,"Tampines Street 41 (Blk 421,423, 424)",1
170220,"Bedok Reservoir Road (Blk 121, 133)",1
170220,"Choa Chu Kang Street 62 (Blk 607, 615)",1
170220,Dakota Cres (Blk 60) / Old Airport Road (Blk 99),1
170220,Jalan Taman / Street. Michael's Road (Sunville),2
170220,Old Choa Chu Kang Road,2
170220,"Yishun Ring Road (Blk 110, 112)",1
170224,Jalan Kemaman/ Jalan Kemaman (Kemaman Pt),1
170224,"Tampines Street 41 (Blk 421,423, 424)",2
170224,"Beach Road (Blk 4) / North Bridge Road (Blk 8, 467)",3
170224,"Bedok Reservoir Road (Blk 121, 133)",1
170224,Lorong Lew Lian (Blk 6),3
170224,"Geylang Bahru (Blk 54, 57)",2
170224,Jalan Tiga Ratus/ Meragi Terminal,2
170224,Miltonia Cl / Miltonia Cl (Skies Miltonia),1
170227,Jalan Kemaman/ Jalan Kemaman (Kemaman Pt),1
170227,"Tampines Street 41 (Blk 421,423, 424)",1
170227,"Beach Road (Blk 4) / North Bridge Road (Blk 8, 467)",1
170227,"Bedok Reservoir Road (Blk 121, 133)",1
170227,Lorong Lew Lian (Blk 6),3
170227,"Geylang Bahru (Blk 54, 57)",2
170227,Jalan Tiga Ratus/ Meragi Terminal,2
170227,Miltonia Cl / Miltonia Cl (Skies Miltonia),1
170227,Tampines Street 32 (Blk 337) /Tampines Street 33 (Blk 338),1
170303,Boon Teck Road/ Jalan Kemaman / Jalan Kemaman (Kemaman Pt),3
170303,"Tampines Street 41 (Blk 418,421, 423, 424)",2
170303,"Tampines Street 11 (Blk 107,",4
170303,"Beach Road (Blk 4) / North Bridge Road (Blk 8, 467)",1
170303,"Geylang Bahru (Blk 54, 57, 61)",2
170303,Lorong Lew Lian (Blk 6),2
170307,Boon Teck Road/ Jalan Kemaman / Jalan Kemaman (Kemaman Pt),3
170307,"Tampines Street 41 (Blk 418,421, 423, 424)",1
170307,"Tampines Street 11 (Blk 107,",4
170307,"Geylang Bahru (Blk 54, 57, 61)",2
170310,Boon Teck Road/ Jalan Kemaman / Jalan Kemaman (Kemaman Pt),3
170310,"Tampines Street 41 (Blk 418,421, 423, 424)",1
170310,"Geylang Bahru (Blk 54,57, 61)",2
170310,Yishun Ind Park A,2
170313,Boon Teck Road/ Jalan Kemaman / Jalan Kemaman (Kemaman Pt),3
170313,"Tampines Street 41 (Blk 418,421, 423, 424)",1
170313,"Geylang Bahru (Blk 54,57, 61)",2
170313,Yishun Ind Park A,2
170317,Pasir Ris Street 71 (Blk 747) / Pasir Ris Street 72 (WhitewaTerminal),1
170320,Pasir Ris Street 71 (Blk 747) / Pasir Ris Street 72 (WhitewaTerminal),1
170324,Pasir Ris Street 71 (Blk 747) / Pasir Ris Street 72 (WhitewaTerminal),1
170403,"Bedok North Street 3 (Blk 533,534, 556)",5
170403,Cedarwood Gr/ Woodlands Avenue 1 (Blk331) / Woodlands Street 32 (Blk 328),3
170407,"Bedok North Street 3 (Blk 530,533, 534, 556)",4
170407,"Cedarwood Gr/ Woodlands Avenue 1 (Blk331) / Woodlands Street 32 (Blk 328,329)",2
170407,Amber Gardens (One Amber),2
170407,"Tampines Street 33 (Blk 341,343)",2
170407,Yishun Street 11 (Blk 150) / Yishun Street 72 (Blk 745),2
170410,"Bedok North Street 3 (Blk 530,533, 534, 556)",3
170410,"Cedarwood Gr/ Woodlands Avenue 1 (Blk331) / Woodlands Street 32 (Blk 328,329)",1
170410,Amber Gardens (One Amber),1
170410,"Tampines Street 33 (Blk 341,343)",2
170410,Yishun Street 11 (Blk 150) / Yishun Street 72 (Blk 745),1
170413,"Bedok North Street 3 (Blk 530,533, 534, 556)",2
170413,Balam Road (Blk 31) / Circuit Road (Blk 37),1
170413,Bedok North Avenue 2 (Blk,2
170413,"408, 411)",2
170413,Streetirling Road (Blk 45),2
170417,Woodlands Avenue 1 (Blk 331),2
170417,"Bedok North Street 3 (Blk 530,533, 534, 556)",1
170417,Balam Road (Blk 31) / Circuit Road (Blk 37),1
170417,"Bedok North Avenue 2 (Blk 408, 411)",1
170417,Streetirling Road (Blk 45),2
170421,Woodlands Avenue 1 (Blk 331),2
170421,"Bedok North Street 3 (Blk 530,533, 534, 556)",2
170421,"Ang Mio Kio Avenue 10 (Blk 553, 557)",2
170421,Woodlands Avenue 1 (Blk 331),1
170424,"Yishun Street 11 (Blk 133, 135)",1
170424,"Bedok North Street 3 (Blk 530,533, 534, 556)",4
170424,"Ang Mo Kio Avenue 10 (Blk 553, 556, 557,560)",2
170424,Woodlands Avenue 1 (Blk 331),1
170428,"Yishun Street 11 (Blk 133, 135)",2
170428,"Ang Mo Kio Avenue 3 (Blk 565) / Ang Mo Kio Avenue 10 (Blk 553, 556, 557, 560) (/images/default­ source/publichealth/dengue/20170428/20170109.jpg)",1
170428,Woodlands Avenue 1 (Blk 331) (/images/default­ source/publichealth/dengue/20170428/20170106.jpg),2
170428,"Woodlands Drive 50 (Blk 897A, 899A) (/images/default­ source/publichealth/dengue/20170428/20170110.jpg)",1
170502,"Yishun Street 11 (Blk 133, 135) (/images/default­ source/publichealth/dengue/20170428/20170108.jpg)",1
170502,"Ang Mo Kio Avenue 3 (Blk 565) / Ang Mo Kio Avenue 10 (Blk 553, 556, 557, 560) (/images/default­ source/publichealth/dengue/20170502/20170109.jpg)",1
170502,Woodlands Avenue 1 (Blk 331) (/images/default­ source/publichealth/dengue/20170502/20170106.jpg),2
170505,"Woodlands Drive 50 (Blk 897A, 899A) (/images/default­ source/publichealth/dengue/20170502/20170110.jpg)",3
170508,Choa Chu Kang North 6 (Blk 791) / Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170505/20170116.jpg),1
170512,Choa Chu Kang North 6 (Blk 791) / Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170508/20170116.jpg),2
170512,"Ang Mo Kio Avenue 10 (Blk 544, 552, 554) (/images/default­ source/publichealth/dengue/20170512/20170122.jpg)",2
170512,Bedok North Street 3 (Blk 530) (/images/default­ source/publichealth/dengue/20170512/20170119.jpg),2
170512,"Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170512/20170118.jpg)",2
170512,Kang Ching Road (Blk 339D) (/images/default­ source/publichealth/dengue/20170512/20170121.jpg),2
170515,"Lorong 4 Toa Payoh (Blk 60, 80A) (/images/default­ source/publichealth/dengue/20170512/20170125.jpg)",2
170515,"Ang Mo Kio Avenue 10 (Blk 544, 552, 554) (/images/default­ source/publichealth/dengue/20170515/20170122.jpg)",2
170515,Bedok North Street 3 (Blk 530) (/images/default­ source/publichealth/dengue/20170515/20170119.jpg),2
170515,"Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170515/20170118.jpg)",2
170515,Kang Ching Road (Blk 339D) (/images/default­ source/publichealth/dengue/20170515/20170121.jpg),2
170519,"Lorong 4 Toa Payoh (Blk 60, 80A) (/images/default­ source/publichealth/dengue/20170515/20170125.jpg)",4
170519,"Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170519/20170118.jpg)",1
170519,"Ang Mo Kio Avenue 10 (Blk 544, 552, 554) (/images/default­ source/publichealth/dengue/20170519/20170122.jpg)",3
170519,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170519/20170126.jpg),1
170519,Bt Batok Ctrl Lk (The Jade) / Bt Batok Street 21 (Blk 203) (/images/default­ source/publichealth/dengue/20170519/20170129.jpg),1
170519,Kang Ching Road (Blk 339D) (/images/default­ source/publichealth/dengue/20170519/20170121.jpg),1
170522,"Lorong 4 Toa Payoh (Blk 60, 80A) (/images/default­ source/publichealth/dengue/20170519/20170125.jpg)",3
170522,"Chai Chee Street (Blk 43, 45) ",2
170522,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170522/20170126.jpg),1
170522,Bt Batok Ctrl Lk (The Jade) / Bt Batok Street 21 (Blk 203) (/images/default­ source/publichealth/dengue/20170522/20170129.jpg),1
170522,Kang Ching Road (Blk 339D) (/images/default­ source/publichealth/dengue/20170522/20170121.jpg),1
170522,"Lorong 4 Toa Payoh (Blk 60, 80A) (/images/default­ source/publichealth/dengue/20170522/20170125.jpg)",2
170522,Marsiling Cres (Blk 213) / Marsiling Lane (Blk 215) (/images/default­ source/publichealth/dengue/20170522/20170130.jpg),2
170526,Teban Gardens Road (Blk 35) (/images/default­ source/publichealth/dengue/20170522/20170131.jpg),8
170526,"Chai Chee Road (Blk 808C) / Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170526/20170118.jpg)",1
170526,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170526/20170126.jpg),2
170526,"Teban Gardens Road (Blk 33, 35) (/images/default­ source/publichealth/dengue/20170526/20170131.jpg)",2
170526,"Jurong WeStreet Ctrl 1 (Blk 679A, 679C) (/images/default­ source/publichealth/dengue/20170526/20170134.jpg)",1
170526,Nassim Road (/images/default­ source/publichealth/dengue/20170526/20170132.jpg),1
170526,"Woodlands Drive 14 (Blk 512, 515) (/images/default­ source/publichealth/dengue/20170526/20170133.jpg)",1
170529,"Yishun Street 71 (Blk 727, 728) (/images/default­ source/publichealth/dengue/20170526/20170135.jpg)",8
170529,"Chai Chee Road (Blk 808C) / Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170529/20170118.jpg)",1
170529,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170529/20170126.jpg),2
170529,"Teban Gardens Road (Blk 33, 35, 40) (/images/default­ source/publichealth/dengue/20170529/20170131.jpg)",1
170529,Nassim Road (/images/default­ source/publichealth/dengue/20170529/20170132.jpg),1
170529,"Woodlands Drive 14 (Blk 512, 515) (/images/default­ source/publichealth/dengue/20170529/20170133.jpg)",1
170526,"Yishun Street 71 (Blk 727, 728) (/images/default­ source/publichealth/dengue/20170529/20170135.jpg)",1
170602,"Chai Chee Road (Blk 808C) / Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170602/20170118.jpg)",4
170602,"Teban Gardens Road (Blk 31, 33, 34, 35, 36, 40, 46)(/images/default­ source/publichealth/dengue/20170602/20170131.jpg)",6
170602,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170602/20170138.jpg),4
170602,"Kang Ching Road (Blk 333, 339C, 339D) (/images/default­ source/publichealth/dengue/20170602/20170139.jpg)",3
170602,"Tampines Street 21 (Blk 262, 265) (/images/default­ source/publichealth/dengue/20170602/20170140.jpg)",2
170602,Wallich Street (/images/default­ source/publichealth/dengue/20170602/20170137.jpg),1
170602,"Woodlands Street 31 (Blk 311, 314) (/images/default­ source/publichealth/dengue/20170602/20170136.jpg)",1
170602,"Yishun Street 71 (Blk 727, 728) (/images/default­ source/publichealth/dengue/20170602/20170135.jpg)",1
170605,"Chai Chee Road (Blk 808C) / Chai Chee Street (Blk 43, 45) (/images/default­ source/publichealth/dengue/20170605/20170118.jpg)",3
170605,"Teban Gardens Road (Blk 31, 33, 34, 35, 36, 40, 46)(/images/default­ source/publichealth/dengue/20170605/20170131.jpg)",10
170605,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170605/20170138.jpg),3
170605,"Kang Ching Road (Blk 333, 339C, 339D) (/images/default­ source/publichealth/dengue/20170605/20170139.jpg)",4
170605,"Tampines Street 21 (Blk 262, 265) (/images/default­ source/publichealth/dengue/20170605/20170140.jpg)",2
170605,Wallich Street (/images/default­ source/publichealth/dengue/20170605/20170137.jpg),1
170605,"Woodlands Street 31 (Blk 311, 314) (/images/default­ source/publichealth/dengue/20170605/20170136.jpg)",1
170605,"Yishun Street 71 (Blk 727, 728) (/images/default­ source/publichealth/dengue/20170605/20170135.jpg)",1
170609,"Teban Gardens Road (Blk 31, 33, 34, 35, 36, 40, 44, 46)(/images/default­ source/publichealth/dengue/20170609/20170131.jpg)",12
170609,"Kang Ching Road (Blk 333, 335, 339C, 339D) (/images/default­ source/publichealth/dengue/20170609/20170139.jpg)",3
170609,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170609/20170138.jpg),2
170609,Desker Road / Veerasamy Road (Blk 637) (/images/default­ source/publichealth/dengue/20170609/20170145.jpg),1
170609,Hougang Avenue 8 (Blk 504) / Hougang Avenue 10 (Blk 516) (/images/default­ source/publichealth/dengue/20170609/20170146.jpg),1
170609,Lorong 4 Toa Payoh (Blk 62B) (/images/default­ source/publichealth/dengue/20170609/20170142.jpg),1
170609,"Lorong 4 Toa Payoh (Blk 82B, 85) (/images/default­ source/publichealth/dengue/20170609/20170147.jpg)",1
170609,"Tampines Street 21 (Blk 262, 265) (/images/default­ source/publichealth/dengue/20170609/20170140.jpg)",2
170609,Zehnder Road (/images/default­ source/publichealth/dengue/20170609/20170144.jpg),1
170612,"Teban Gardens Road (Blk 31, 33, 34, 35, 36, 40, 44, 46)(/images/default­ source/publichealth/dengue/20170612/20170131.jpg)",7
170612,Choa Chu Kang North 6 (Yew Mei Green) (/images/default­ source/publichealth/dengue/20170612/20170138.jpg),2
170612,"Kang Ching Road (Blk 333, 335, 339C, 339D) (/images/default­ source/publichealth/dengue/20170612/20170139.jpg)",3
170612,Desker Road / Veerasamy Road (Blk 637) (/images/default­ source/publichealth/dengue/20170612/20170145.jpg),1
170612,Hougang Avenue 8 (Blk 504) / Hougang Avenue 10 (Blk 516) (/images/default­ source/publichealth/dengue/20170612/20170146.jpg),1
170612,Lorong 4 Toa Payoh (Blk 62B) (/images/default­ source/publichealth/dengue/20170612/20170142.jpg),1
170612,"Lorong 4 Toa Payoh (Blk 82B, 85) (/images/default­ source/publichealth/dengue/20170612/20170147.jpg)",1
170612,Zehnder Road (/images/default­ source/publichealth/dengue/20170612/20170144.jpg),1
170616,"Teban Gardens Road (Blk 31, 33, 34, 35, 36, 40, 44, 46)(/images/default­ source/publichealth/dengue/20170616/20170131.jpg)",4
170616,Choa Chu Kang North 6 (Yew Mei Green) / Choa Chu Kang Street 54 (Blk 769) (/images/default­ source/publichealth/dengue/20170616/20170138.jpg),3
170616,"Kang Ching Road (Blk 333, 335, 339C, 339D, 346)(/images/default­ source/publichealth/dengue/20170616/20170139.jpg)",3
170616,Bayshore Road (Bayshore Park) (/images/default­ source/publichealth/dengue/20170616/20170153.jpg),4
170616,"Ang Mo Kio Avenue 3 (Blk 422) / Ang Mo Kio Avenue 10 (Blk 437, 438) (/images/default­ source/publichealth/dengue/20170616/20170149.jpg)",2
170616,Hougang Avenue 8 (Blk 504) / Hougang Avenue 10 (Blk 516) (/images/default­ source/publichealth/dengue/20170616/20170146.jpg),2
170616,Mt Vernon Road (Bartley Ridge) (/images/default­ source/publichealth/dengue/20170616/20170150.jpg),2
170616,Tampines Street 42 (Blk 444) / Tampines Street 43 (Blk 436) (/images/default­ source/publichealth/dengue/20170616/20170152.jpg),1
170619,Bayshore Road (Bayshore Park) (/images/default­ source/publichealth/dengue/20170619/20170153.jpg),7
170619,Choa Chu Kang North 6 (Yew Mei Green) / Choa Chu Kang Street 54 (Blk 769) (/images/default­ source/publichealth/dengue/20170619/20170138.jpg),2
170619,"Kang Ching Road (Blk 333, 335, 339C, 339D, 346)(/images/default­ source/publichealth/dengue/20170619/20170139.jpg)",2
170619,"Hougang Avenue 8 (Blk 504) / Hougang Avenue 10 (Blk 516, 517) (/images/default­ source/publichealth/dengue/20170619/20170146.jpg)",3
170619,Mt Vernon Road (Bartley Ridge) (/images/default­ source/publichealth/dengue/20170619/20170150.jpg),3
170619,Tampines Street 42 (Blk 444) / Tampines Street 43 (Blk 436) (/images/default­ source/publichealth/dengue/20170619/20170152.jpg),1
170623,Bayshore Road (Bayshore Park) / Jalan Pokok Serunai / Upp EaStreet CoaStreet Road (Breeze By The EaStreet) (/images/default­ source/publichealth/dengue/20170623/20170153.jpg),11
170623,Choa Chu Kang North 6 (Yew Mei Green) / Choa Chu Kang Street 54 (Blk 769) (/images/default­ source/publichealth/dengue/20170623/20170138.jpg),1
170623,"Kang Ching Road (Blk 333, 335, 339C, 339D, 346)(/images/default­ source/publichealth/dengue/20170623/20170139.jpg)",2
170623,"Hougang Avenue 8 / Hougang Avenue 8 (Blk 504) / Hougang Avenue 10 (Blk 516, 517) (/images/default­ source/publichealth/dengue/20170623/20170146.jpg)",4
170623,Mt Vernon Road (Bartley Ridge) (/images/default­ source/publichealth/dengue/20170623/20170150.jpg),1
170623,Lorong How Sun (Bartley Residences) / Quemoy Road (/images/default­ source/publichealth/dengue/20170623/20170159.jpg),3
170623,"Woodgrove View / Woodlands Street 41 (Blk 419, 425) (/images/default­ source/publichealth/dengue/20170623/20170157.jpg)",1
170623,Brighton Cres / Chuan Gdn (/images/default­ source/publichealth/dengue/20170623/20170156.jpg),2
170623,"Jurong WeStreet Street 42 (Blk 452, 553) (/images/default­ source/publichealth/dengue/20170623/20170161.jpg)",2
170623,"Lorong 4 Toa Payoh (Blk 82A, 82B) (/images/default­ source/publichealth/dengue/20170623/20170162.jpg)",2
170623,Tah Ching Road (Blk 322) / Yuan Ching Road (Lakeside Twr) (/images/default­ source/publichealth/dengue/20170623/20170158.jpg),2
170627,"Bayshore Road (Bayshore Park) / Jalan Pokok Serunai / Upp EaStreet CoaStreet Road (Breeze By The EaStreet, The Tropic Gardens) (/images/default­ source/publichealth/dengue/20170627/20170153.jpg)",12
170627,"Hougang Avenue 8 / Hougang Avenue 8 (Blk 503, 504) / Hougang Avenue 10 (Blk 516, 517) (/images/default­ source/publichealth/dengue/20170627/20170146.jpg)",6
170627,Choa Chu Kang North 6 (Yew Mei Green) / Choa Chu Kang Street 54 (Blk 769) (/images/default­ source/publichealth/dengue/20170627/20170138.jpg),1
170627,"Kang Ching Road (Blk 333, 335, 339C, 339D, 346)(/images/default­ source/publichealth/dengue/20170627/20170139.jpg)",2
